Page path,Date,Session day,Session hour,Browser,Browser version,Device type,Operating system,City,Country,IP address,Postal code,Region,First page in session,Last page in session,Next page viewed,Page URL,Previous page viewed,Traffic category,Traffic source,Traffic source URL,UTM campaign content,UTM campaign ID,UTM campaign keywords,UTM campaign medium,UTM campaign name,UTM campaign source,UTM Wix campaign,UTM Wix source,Site member,Visitor type,Page views,Site sessions,Unique visitors,Avg. sessions by day,Avg. views by day,Avg. visitors by day,Avg. pages per session,Avg. session duration,Avg. time on page,Bounce rate,Exit rate
/post/claude-comes-inside-the-microsoft-365-boundary,1/6/2026,4,13,Safari,18.5,Mobile,iOS,Harrow,United Kingdom,Unknown,HA1,HRW,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.co.uk/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/team/michelle-boyd,1/1/2026,6,21,Safari,26.1,Mobile,iOS,Seattle,United States,Unknown,98160,WA,false,false,/team,https://synozur.com/team/michelle-boyd,/team,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"8m, 46s",52s,0%,0%
/workshopoffers/company-operating-system-bootcamp-two-day-leadership-workshop,3/24/2026,4,8,Edge,146.0.0.0,Desktop,Windows,Bothell,United States,50.47.248.147,98021,WA,false,true,Unknown,https://synozur.com/workshopoffers/company-operating-system-bootcamp-two-day-leadership-workshop,/search,Direct,Direct,https://synozur.com/search?q=bootcamp,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,6s,,0%,100%
/solutions/ai-strategy-and-design,4/13/2026,3,7,360 Secure Browser,Unknown,Desktop,Windows,Unknown,Singapore,47.246.171.136,Unknown,Unknown,true,true,Unknown,https://synozur.com/solutions/ai-strategy-and-design,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/19/2026,3,6,Edge,144.0.0.0,Desktop,Windows,London,United Kingdom,130.41.186.43,EC1N,ENG,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/post/gpt-5-2-arrives-in-m365-copilot,2/3/2026,4,20,Safari,26.2,Mobile,iOS,Houston,United States,172.58.52.18,77080,TX,true,true,Unknown,https://synozur.com/post/gpt-5-2-arrives-in-m365-copilot,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,23s,,0%,100%
/services/strategic-transformation,12/30/2025,4,23,Chrome,143.0.0.0,Mobile,Android,Leeds,United Kingdom,Unknown,LS7,LDS,false,false,/solutions/company-os,https://synozur.com/services/strategic-transformation,/team,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"9m, 43s",19s,0%,0%
/event-list,2/17/2026,4,13,Chrome,139.0.0.0,Desktop,Windows,Ashburn,United States,84.37.205.68,20149,VA,true,true,Unknown,https://synozur.com/event-list?_hsmi=23481503&utm_source=hs_email&_hsenc=p2anqtz-_ksqiped5mdmpe70ogii0tanhwqkbujryi9kesn-ncaggsy50x8f9ys_ebzqbys7cc45bz5au-2j8qlhevhmcqsf6ckq&utm_content=23481503&utm_medium=email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform,12/30/2025,4,12,Chrome,139.0.0.0,Desktop,Windows,Ashburn,United States,142.147.205.36,20149,VA,true,true,Unknown,https://synozur.com/post/ignite-2025-sharepoint-steps-up-as-copilots-knowledge-platform?utm_medium=email&_hsenc=p2anqtz--s-hiekp-6pozwfrtfpuvnxxyvu--s9rugyxvpykfrl3y5d4e2kxrix8jwsxpm5zwfhvzq6awta50zuxhjguuawemdpcjtnvfyc4tfav24kkspiwk&_hsmi=20422655&utm_content=20422655&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,20422655,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/15/2026,6,9,Edge,143.0.0.0,Desktop,Windows,Roseville,United States,Unknown,48066,MI,true,true,Unknown,https://synozur.com/,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,3/8/2026,2,7,Chrome,145.0.0.0,Desktop,Windows,Salford,United Kingdom,86.179.38.23,M6,SLF,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2/13/2026,7,7,Edge,145.0.0.0,Desktop,Windows,Unknown,United States,70.37.26.93,Unknown,WA,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,12/30/2025,4,12,Chrome,139.0.0.0,Desktop,Windows,Houston,United States,199.84.216.229,77002,TX,true,true,Unknown,https://synozur.com/?utm_medium=email&_hsenc=p2anqtz-9w3-msaixbxccxzy7uisajdpgi2ronp5adknrmaxi3twuqcz64qzrd2gednqawqu02xnkryfofh6sytuvs63pauwuofg&_hsmi=20422655&utm_content=20422655&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,20422655,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/models/knowledge-management-maturity-model,3/27/2026,7,21,Safari,18.1,Desktop,Mac OS,Riyadh,Saudi Arabia,51.252.164.224,Unknown,01,true,true,Unknown,https://synozur.com/models/knowledge-management-maturity-model?utm_source=chatgpt.com,Unknown,Direct,Direct,Unknown,_,_,_,_,_,chatgpt.com,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/terms,3/29/2026,2,9,Chrome,141.0.0.0,Desktop,Linux,New York,United States,149.57.191.83,10118,NY,true,true,Unknown,https://synozur.com/terms,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,1/11/2026,2,9,Chrome,143.0.0.0,Desktop,Windows,Halesowen,United Kingdom,Unknown,B62,DUD,true,true,Unknown,https://synozur.com/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,Unknown,Organic search,Yahoo,https://uk.search.yahoo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-the-knowledge-agent-for-microsoft-365-copilot,1/2/2026,7,0,DuckDuckGo Mobile,26.2,Mobile,iOS,Madrid,Spain,Unknown,28026,M,true,true,Unknown,https://synozur.com/post/introducing-the-knowledge-agent-for-microsoft-365-copilot,Unknown,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,2/17/2026,4,11,Chrome,145.0.0.0,Mobile,Android,Ryton,United Kingdom,147.147.150.17,NE40,GAT,true,true,Unknown,https://synozur.com/post/microsoft-purview-s-adaptive-dlp-brings-scalable-control-to-copilot,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,3/23/2026,3,5,Edge,146.0.0.0,Desktop,Windows,Frankfurt am Main,Germany,131.229.196.20,60313,HE,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/team/rob-asen,4/25/2026,1,12,Safari,26.3,Desktop,Mac OS,New York,United States,74.64.32.248,10009,NY,true,true,Unknown,https://synozur.com/team/rob-asen,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/solutions/fractional-leadership,2/26/2026,6,10,Chrome,133.0.0.0,Desktop,Windows,Malden,United States,172.56.194.186,02148,MA,true,false,/about,https://synozur.com/solutions/fractional-leadership,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"4m, 50s","2m, 50s",0%,0%
/,1/7/2026,5,16,Edge,143.0.0.0,Desktop,Windows,Woodinville,United States,Unknown,98072,WA,true,false,/team,https://synozur.com/,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"1m, 16s",6s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,3/20/2026,7,5,Chrome,146.0.0.0,Mobile,Android,Paris,United States,47.223.86.14,75460,TX,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/25/2026,2,14,Chrome,143.0.0.0,Desktop,Mac OS,Wandsworth,United Kingdom,83.244.250.234,SW12,WND,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,4/12/2026,2,0,Edge,146.0.0.0,Desktop,Windows,Stoke-on-Trent,United Kingdom,90.196.207.236,ST4,STE,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,1/4/2026,2,11,Safari,26.1,Mobile,iOS,Southampton,United Kingdom,Unknown,SO19,STH,true,false,/case-studies,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,58s,58s,0%,0%
/,3/4/2026,5,14,Edge,145.0.0.0,Desktop,Windows,Tacoma,United States,73.169.140.170,98406,WA,false,true,Unknown,https://synozur.com/,/event-details/the-new-ai-frontier-market-shifts-maturity-gaps-and-how-to-lead-with-copilot,Email marketing,External email provider,Unknown,24497392,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,10s,,0%,100%
/services/technology-transformation,1/22/2026,6,10,Chrome,143.0.0.0,Desktop,Mac OS,Sudbury,United States,108.49.190.155,01776,MA,false,false,/,https://synozur.com/services/technology-transformation,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"1m, 35s","1m, 8s",0%,0%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,1/21/2026,5,23,Edge,144.0.0.0,Desktop,Windows,Singapore,Singapore,136.226.237.78,17,Unknown,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,4/13/2026,3,8,Chrome,147.0.0.0,Desktop,Windows,Arlington,United States,63.96.91.120,76017,TX,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Direct,Direct,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/insights/tags/ideal-customer-profiles,4/24/2026,7,16,Chrome,142.0.0.0,Desktop,Mac OS,Amsterdam,Netherlands,5.83.143.18,1012,NH,false,false,/insights/tags/user-experience-1,https://synozur.com/insights/tags/ideal-customer-profiles,/join,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 41s",12s,0%,0%
/case-studies,3/25/2026,5,10,Chrome,145.0.0.0,Desktop,Windows,Houston,United States,73.76.27.57,77019,TX,false,true,Unknown,https://synozur.com/case-studies,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,5s,,0%,100%
/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,1/28/2026,5,19,Edge,144.0.0.0,Desktop,Windows,Singapore,Singapore,136.226.237.109,17,Unknown,true,true,Unknown,https://synozur.com/post/copilot-for-every-leader-how-ai-is-empowering-the-c-suite,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,4/1/2026,5,4,Safari,26.3.1,Desktop,Mac OS,Breskens,Netherlands,62.238.134.199,4511,ZE,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,AI platforms,Claude,https://claude.ai/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/search,3/24/2026,4,8,Edge,146.0.0.0,Desktop,Windows,Bothell,United States,50.47.248.147,98021,WA,true,false,/workshopoffers/company-operating-system-bootcamp-two-day-leadership-workshop,https://synozur.com/search?q=bootcamp,Unknown,Direct,Direct,https://synozur.com/search?q=bootcamp,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,6s,6s,0%,0%
/team/joshua-christensen,1/8/2026,6,13,Edge,144.0.0.0,Desktop,Windows,Chicago,United States,Unknown,60640,IL,false,true,Unknown,https://synozur.com/team/joshua-christensen,/team,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,40s,,0%,100%
/post/ai-in-2026-a-trillion-dolars-is-coming-who-wins,3/21/2026,1,3,Edge,145.0.3800.99,Mobile,iOS,Bothell,United States,50.47.248.147,98012,WA,false,true,Unknown,https://synozur.com/post/ai-in-2026-a-trillion-dolars-is-coming-who-wins,/insights,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,"10m, 24s",,0%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/13/2026,4,23,Edge,143.0.0.0,Desktop,Windows,Strausberg,Germany,Unknown,15344,BB,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,AI platforms,Perplexity AI,https://perplexity.ai/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,3/14/2026,1,15,Edge,146.0.0.0,Desktop,Windows,Tokyo,Japan,175.107.152.113,102-0082,Tokyo,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/solutions/ai-strategy-and-design,3/7/2026,1,11,Chrome,145.0.0.0,Desktop,Windows,Albuquerque,United States,73.98.70.90,87114,NM,false,false,/services-overview/strategic-transformation,https://synozur.com/solutions/ai-strategy-and-design,/services/technology-transformation,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"4m, 25s",6s,0%,0%
/insights/tags/user-experience-1,3/19/2026,6,13,Chrome,142.0.0.0,Desktop,Mac OS,Unknown,Austria,109.70.100.6,Unknown,Unknown,false,false,/partners,https://synozur.com/insights/tags/user-experience-1,/join,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"1m, 54s",12s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,3/25/2026,5,4,Chrome,146.0.0.0,Desktop,Windows,Phoenixville,United States,71.27.10.205,19460,PA,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,3/30/2026,3,5,Edge,146.0.0.0,Desktop,Windows,Harvest,United States,108.206.17.134,35749,AL,true,false,/careers,https://synozur.com/,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,24s,24s,0%,0%
/polaris,4/5/2026,2,0,Chrome,142.0.0.0,Desktop,Mac OS,Nuremberg,Germany,91.132.144.59,90431,BY,false,false,/models/ai-maturity-model,https://synozur.com/polaris,/terms,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 37s",25s,0%,0%
/start,2/3/2026,4,15,Facebook,546.0.0.31.71,Mobile,iOS,Olympia,United States,24.18.65.145,98501,WA,false,true,Unknown,https://synozur.com/start,/,Google Ads with Wix,syndicatedsearch.goog,https://syndicatedsearch.goog/,_,_,_,wix-smart-campaign,guided-transformations-for-leaders-2026-2-1-4b82ffda,google,_,_,false,New,1,1,1,1,1,1,1,8s,,0%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,1/1/2026,6,8,Edge,143.0.0.0,Desktop,Mac OS,Longmont,United States,Unknown,80504,CO,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/26/2026,6,5,Edge,146.0.0.0,Desktop,Windows,Amsterdam,Netherlands,212.78.188.12,1012,NH,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Referral,statics.teams.cdn.office.net,https://statics.teams.cdn.office.net/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/terms,1/27/2026,4,0,Chrome,144.0.0.0,Desktop,Mac OS,Warsaw,Poland,217.119.65.146,00-808,14,false,false,/,https://synozur.com/terms,/,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,1m,8s,0%,0%
/post/sharepoint-s-next-25-years,4/9/2026,6,12,Chrome,146.0.0.0,Mobile,Android,Gaylord,United States,71.82.92.178,49735,MI,true,false,/solutions/strategic-roadmaps,https://synozur.com/post/sharepoint-s-next-25-years,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,34s,34s,0%,0%
/,3/31/2026,4,13,Safari,26.4,Mobile,iOS,Carmel,United States,50.90.199.55,46032,IN,true,true,Unknown,https://synozur.com/,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot,2/17/2026,4,13,Chrome,139.0.0.0,Desktop,Windows,Ashburn,United States,84.37.206.59,20149,VA,true,true,Unknown,https://synozur.com/post/ignite-day-one-work-iq-agent-365-and-the-next-wave-of-copilot?utm_medium=email&_hsenc=p2anqtz-9mf0qp9moqylyhahd1zypyw0tpfvfjnybyiw6iws8vjixdub7qs58q1xhkkiovj5illi75dpgu12zbfxgfuprhittyhw&_hsmi=23481503&utm_content=23481503&utm_source=hs_email,Unknown,Email marketing,External email provider,Unknown,23481503,_,_,email,_,hs_email,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/21/2026,5,12,Chrome,144.0.0.0,Desktop,Windows,Cheyenne,United States,137.87.0.40,82001,WY,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,3/25/2026,5,7,Edge,145.0.0.0,Desktop,Windows,Atlanta,United States,104.129.207.99,30301,GA,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,3/6/2026,7,1,Chrome,145.0.7632.108,Tablet,iPadOS 26,Cleveland,United States,23.115.135.41,44118,OH,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/careers,2/26/2026,6,11,Chrome,133.0.0.0,Desktop,Windows,Malden,United States,172.56.194.186,02148,MA,false,true,Unknown,https://synozur.com/careers,/partners,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"4m, 50s",,0%,100%
/,2/23/2026,3,6,Chrome,143.0.0.0,Desktop,Windows,Charlottesville,United States,216.30.186.194,22902,VA,false,false,/about,https://synozur.com/,/about,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"5m, 58s",6s,0%,0%
/solutions/delivery-management,3/4/2026,5,20,Chrome,139.0.0.0,Desktop,Windows,Unknown,China,120.201.34.46,Unknown,Unknown,true,true,Unknown,https://synozur.com/solutions/delivery-management,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/solutions/design-strategies,1/29/2026,6,0,Chrome,139.0.0.0,Desktop,Windows,Unknown,China,115.238.171.31,Unknown,Unknown,true,true,Unknown,https://synozur.com/solutions/design-strategies,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,1/16/2026,7,2,Chrome,144.0.0.0,Mobile,Android,Wentworth,United States,Unknown,27320,NC,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,DuckDuckGo,https://duckduckgo.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,3/27/2026,7,1,Safari,26.3.1,Desktop,Mac OS,Belfast,United Kingdom,104.28.89.41,BT1,BFS,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/11-copilot-tips-to-supercharge-your-productivity,4/20/2026,3,20,Chrome,143.0.0.0,Mobile,Android,Valletta,Malta,142.202.255.82,VLT,60,true,true,Unknown,https://synozur.com/post/11-copilot-tips-to-supercharge-your-productivity,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/claude-comes-inside-the-microsoft-365-boundary,4/7/2026,4,6,Edge,146.0.0.0,Desktop,Windows,Unknown,Portugal,77.54.161.61,Unknown,11,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,AI platforms,Claude,https://claude.ai/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/,2/19/2026,6,2,Chrome,79.0.3945.79,Desktop,Windows,Unknown,United States,205.169.39.218,Unknown,Unknown,true,true,Unknown,https://synozur.com/,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas,4/10/2026,7,7,Chrome,146.0.0.0,Desktop,Mac OS,Marietta,United States,76.17.104.79,30062,GA,false,true,Unknown,https://synozur.com/post/announcing-orion-precision-mapping-for-transformation-at-techcon-365-dallas,/services/technology-transformation,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,53s,,0%,100%
/post/evaluating-the-cost-of-a-fractional-cio-understanding-fractional-cio-pricing,2/9/2026,3,12,Chrome,141.0.0.0,Desktop,Linux,New York,United States,149.57.176.128,10118,NY,true,true,Unknown,https://synozur.com/post/evaluating-the-cost-of-a-fractional-cio-understanding-fractional-cio-pricing,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/event-details/m365-community-conference-2026,4/14/2026,4,7,Safari,26.3,Mobile,iOS,New York,United States,174.204.135.250,10028,NY,true,true,Unknown,https://synozur.com/event-details/m365-community-conference-2026,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/,3/18/2026,5,9,Chrome,145.0.0.0,Desktop,Windows,Unknown,United States,165.225.36.201,Unknown,TX,false,true,Unknown,https://synozur.com/,/insights,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"8m, 6s",,0%,100%
/workshops,4/24/2026,7,15,Chrome,142.0.0.0,Desktop,Mac OS,Unknown,Austria,109.70.100.7,Unknown,Unknown,false,false,/polaris,https://synozur.com/workshops,/solutions/employee-effectiveness,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"2m, 26s",8s,0%,0%
/post/claude-comes-inside-the-microsoft-365-boundary,2/11/2026,5,9,Edge,144.0.0.0,Desktop,Windows,New York,United States,97.64.54.119,10013,NY,true,true,Unknown,https://synozur.com/post/claude-comes-inside-the-microsoft-365-boundary,Unknown,Organic search,Google,https://google.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies/energy-company-reinvents-employee-expereince-and-effectiveness,3/23/2026,3,20,LinkedIn App,Unknown,Mobile,iOS,Unknown,United States,107.77.205.181,Unknown,WA,true,true,Unknown,https://synozur.com/case-studies/energy-company-reinvents-employee-expereince-and-effectiveness,Unknown,Organic social,Linkedin,https://linkedin.com/,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
/services/technology-transformation,1/25/2026,2,16,Chrome,144.0.0.0,Desktop,Windows,Unknown,United States,136.226.101.81,Unknown,TX,false,true,Unknown,https://synozur.com/services/technology-transformation,/insights,Direct,Direct,https://synozur.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,"3m, 23s",,0%,100%
/case-studies/transforming-management-frameworks-at-microsoft,1/6/2026,4,17,Edge,143.0.0.0,Desktop,Mac OS,Honolulu,United States,Unknown,96826,HI,false,true,Unknown,https://synozur.com/case-studies/transforming-management-frameworks-at-microsoft,/case-studies/management-makeover-at-a-luxury-brand,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/post/introducing-microsoft-copilot-notebooks-a-quick-take,1/7/2026,5,10,Edge,145.0.0.0,Desktop,Mac OS,Frankfort,United States,Unknown,46041,IN,true,true,Unknown,https://synozur.com/post/introducing-microsoft-copilot-notebooks-a-quick-take,Unknown,Organic search,Bing,https://bing.com/,_,_,_,_,_,_,_,_,false,New,1,1,1,1,1,1,1,,,100%,100%
/case-studies/transforming-management-frameworks-at-microsoft,1/12/2026,3,6,Edge,143.0.3650.130,Mobile,iOS,Unknown,United States,Unknown,Unknown,NY,true,true,Unknown,https://synozur.com/case-studies/transforming-management-frameworks-at-microsoft,Unknown,Direct,Direct,Unknown,_,_,_,_,_,_,_,_,false,Returning,1,1,1,1,1,1,1,,,100%,100%
